Time	State	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Spindle-BC-19	Tank-BC-1	Tank-BC-2	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1	TankHydraulic-BC-2
4090.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.97785618182434	-88.69692610664968	293.1499999999999	0.0	63.246985300985806	77.80908328937106	75.04301598784036	559.6807212252495	168.24160144072644	66.82045247021793	857.5524625566394	380.9186915493566	79.29203321510654	67.22611759140578	146.90226878679454	267.433707209519	30.386273002006448	224.6116180188563	100.08973219528484	100.32403639130972	0.1680420378314538	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804401027237914	0.0	-0.0	0.0	293.7555220300498	12.198250930012765	0.40615458789709713	0.0	0.0	NaN	NaN	0.40623105773090273	0.0	0.0	NaN	NaN	0.4062788539759928	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4100.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.98519800532034	-88.95813446537203	293.1499999999999	0.0	63.24698530100072	77.80908328937106	75.04301598781448	559.6807212252181	168.24155907631973	66.82045247021793	857.5521906601153	380.91866459786075	79.292043713966	67.22611759140578	146.9022653264364	267.4336858627267	30.386273002006448	224.61195187818143	100.08972487411847	100.32401243027518	0.16805712897063024	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804411725255702	0.0	0.0	0.0	293.7580926913744	12.19825036314983	0.40713968726857064	0.0	0.0	NaN	NaN	0.40658482434382637	0.0	0.0	NaN	NaN	0.4062788623453373	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4110.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.9899709670147	-89.28518732079736	293.1499999999999	0.0	63.24698530044847	77.80908328937106	75.04301598877345	559.6807212250378	168.2415894916063	66.82045247021793	857.5523858666626	380.9186299184556	79.29201832366894	67.22611759140578	146.90227369491797	267.4336771023915	30.386273002006448	224.61210084104292	100.08975336956702	100.32437582869328	0.1680310258061897	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.7606632535286	12.19825041765127	0.40541893380596683	0.0	0.0	NaN	NaN	0.4059730008904561	0.0	0.0	NaN	NaN	0.40627884771929845	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4120.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.99643389867487	-89.6539965393117	293.1499999999999	0.0	63.2469853012097	77.80908328937106	75.04301598745158	559.6807212249507	168.2416031214547	66.82045247021793	857.5524733436285	380.91857971267245	79.2920338005927	67.22611759140578	146.902268593822	267.4336926296548	30.386273002006448	224.61023467977304	100.08972194767962	100.32374825009003	0.16805141873017168	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.7632337167257	12.198250767278802	0.40675698269321114	0.0	0.0	NaN	NaN	0.4064509485987762	0.0	0.0	NaN	NaN	0.40627885909510636	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4130.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0029631860403	-90.02000205333614	293.1499999999999	0.0	63.24698530159777	77.80908328937106	75.0430159867777	559.6807212248261	168.24161202497515	66.82045247021793	857.5525304868293	380.918659070646	79.29200588199107	67.22611759140578	146.90227779561542	267.4336948031109	30.386273002006448	224.61337277734762	100.08973996339724	100.32423518684801	0.1680359199950937	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440503899418	0.0	-0.0	0.0	293.76580408292057	12.198252488986556	0.40574368586414045	0.0	0.0	NaN	NaN	0.4060876826972112	0.0	0.0	NaN	NaN	0.4062788504819945	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4140.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0086977769405	-90.31572472565584	293.1499999999999	0.0	63.24698530049823	77.80908328937106	75.04301598868705	559.6807212245462	168.24157712985686	66.82045247021793	857.5523065284352	380.91876354910704	79.29203813085084	67.22611759140578	146.90226716659618	267.433704029901	30.386273002006448	224.61096824174962	100.08972046125805	100.32386458239844	0.16805060298945415	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680441707426587	0.0	0.0	0.0	293.7683743532151	12.198250432945695	0.40670915727420653	0.0	0.0	NaN	NaN	0.4064318252918663	0.0	0.0	NaN	NaN	0.40627885868882746	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4150.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0144033135741	-90.66363103045204	293.1499999999999	0.0	63.24698529970716	77.80908328937106	75.04301599006074	559.6807212243972	168.24159173651194	66.82045247021793	857.5524002745642	380.91876112506577	79.29203236506235	67.22611759140578	146.9022690669637	267.4336969839864	30.386273002006448	224.61282589217222	100.08974046939288	100.32421647385654	0.16804040639753523	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.77094452652415	12.198251016357556	0.4060303397693672	0.0	0.0	NaN	NaN	0.4061928219142371	0.0	0.0	NaN	NaN	0.4062788529196678	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4160.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0202140540013	-90.96887581762302	293.1499999999999	0.0	63.246985299363864	77.80908328937106	75.04301599065687	559.6807212245651	168.2415770154466	66.82045247021793	857.5523057941448	380.9187079392641	79.29203055406677	67.22611759140578	146.90226966385646	267.4336781050068	30.386273002006448	224.61105494172978	100.08973144181472	100.32397032335402	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804435795808173	0.0	0.0	0.0	293.77351460172275	12.198250307568765	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4170.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.02575222318467	-91.29346246703561	293.1499999999999	0.0	63.246985301234574	77.80908328937106	75.04301598740837	559.6807212249072	168.241620748591	66.82045247021793	857.5525864754054	380.91867556795563	79.2920242707137	67.22611759140578	146.90227173480986	267.4336914883738	30.386273002006448	224.6122700754472	100.08974554784666	100.32403844039976	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804376956710343	0.0	-0.0	0.0	293.77608457885776	12.198251529220379	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4180.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0311661798475	-91.58168386392161	293.1499999999999	0.0	63.246985300373844	77.80908328937106	75.04301598890305	559.6807212249696	168.24159328512144	66.82045247021793	857.5524102136068	380.9187286738847	79.29200863190019	67.22611759140578	146.90227688926305	267.4336930389718	30.386273002006448	224.6118785369821	100.08972954397491	100.32405877166019	1.9264226499118484E-8	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	2.0708655199267384E-11	0.0	-0.0	0.0	293.77865445966586	12.198252080892967	3.368914617370638E-5	0.0	0.0	NaN	NaN	4.3774025788171755E-6	0.0	0.0	NaN	NaN	2.433919113573408E-15	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4190.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0040580062101	-88.87048796378848	293.1499999999999	0.0	63.24698529983155	77.80908328937106	75.04301598984475	559.6807212248575	168.24157262109185	66.82045247021793	857.5522775909967	380.9188015253626	79.29201719251984	67.22611759140578	146.90227406773755	267.43371021860537	20.289852175803645	224.6118579303693	100.00000000512637	100.000010118956	0.16804081425527248	0.0	0.0	0.0	NaN	NaN	0.1680432426906023	0.0	0.0	0.0	NaN	NaN	0.16804384980217613	0.0	0.0	0.0	293.78122424397316	12.198250388449715	0.4060685679380484	0.0	0.0	NaN	NaN	0.40620238069969805	0.0	0.0	NaN	NaN	0.4062788532446907	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4200.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.9535006433629	-86.33878840049645	293.1499999999999	0.0	63.246985301080336	77.80908328937106	75.04301598767623	559.6807212249819	168.24162294376717	66.82045247021793	857.5526005641516	380.9187254717557	79.29202967760196	67.22611759140578	146.90226995273372	267.4337094179442	20.289852175803645	226.5822302710966	100.1340326353832	100.32407260321371	0.19226943687991	0.0	0.0	0.0	NaN	NaN	0.1682867101230778	0.0	0.0	0.0	NaN	NaN	0.1685596082424598	0.0	0.0	0.0	293.78379393041524	12.198252344807038	3.3599349431111927	0.0	0.0	NaN	NaN	1.1402413874569057	0.0	0.0	NaN	NaN	0.4062918102306994	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4210.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.92296721083903	-85.0380942683273	293.1499999999999	0.0	63.246985300722116	77.80908328937106	75.04301598829827	559.6807212249819	168.2415777162964	66.82045247021793	857.552310292228	380.91875208999545	79.29203609090595	67.22611759140578	146.90226783894917	267.43369254833533	20.289852175803645	224.40082496388456	100.21167648690174	101.32935683732298	0.14555825609583145	0.0	-0.0	0.0	NaN	NaN	8.691799777027724E-8	0.0	-0.0	0.0	NaN	NaN	0.16753448952015418	0.0	-0.0	0.0	293.7863635194302	12.198251290384365	0.304972518400065	0.0	0.0	NaN	NaN	0.043735986905926054	0.0	0.0	NaN	NaN	0.40626596471905213	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4220.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.92793097469604	-86.20676117914171	293.1499999999999	0.0	63.24698530130422	77.80908328937106	75.04301598728745	559.6807212248449	168.24157916993408	66.82045247021793	857.5523196217348	380.91878183061596	79.29202189494569	67.22611759140578	146.90227251784788	267.43368361859257	30.386273002006448	219.24402455613298	100.0836659095609	100.2006962704491	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680428602376176	0.0	-0.0	0.0	293.78893301216334	12.198250885176119	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4230.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.94935191144333	-87.1324681563692	293.1499999999999	0.0	63.246985299697215	77.80908328937106	75.04301599007802	559.6807212246771	168.24158198118425	66.82045247021793	857.5523376644555	380.91869089509885	79.29202622347051	67.22611759140578	146.90227109119357	267.43369341408777	30.386273002006448	225.22817286191736	100.08972860327664	100.32405877166019	0.16804489285986732	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804411725255702	0.0	0.0	0.0	293.7915024078721	12.198251025901742	0.40633621550553767	0.0	0.0	NaN	NaN	0.4062979747401763	0.0	0.0	NaN	NaN	0.4062788555198525	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4240.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.9530911207027	-86.97297791343316	293.1499999999999	0.0	63.24698530130422	77.80908328937106	75.04301598728745	559.6807212247019	168.24157183740175	66.82045247021793	857.5522725612427	380.9186461475681	79.29202823810515	67.22611759140578	146.9022704271827	267.43369773584425	30.386273002006448	224.61186240988488	100.0897326477262	100.32407959640662	0.16804122211350458	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804398352733996	0.0	-0.0	0.0	293.79407170584415	12.198250423543186	0.4060972402454981	0.0	0.0	NaN	NaN	0.4062119395976292	0.0	0.0	NaN	NaN	0.40627885348845805	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4250.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.95629827649657	-87.50468622747574	293.1499999999999	0.0	63.24698530105546	77.80908328937106	75.04301598771944	559.6807212247081	168.2416171117898	66.82045247021793	857.5525631342439	380.9186021760214	79.29202100089812	67.22611759140578	146.90227281252027	267.4336908941887	30.386273002006448	224.61174398514214	100.08972185588945	100.32399160944495	0.16804611645089768	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804414399760684	0.0	0.0	0.0	293.7966409073229	12.19825232741644	0.40640314117502885	0.0	0.0	NaN	NaN	0.40632665514549177	0.0	0.0	NaN	NaN	0.4062788560886428	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4260.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.96581397434494	-87.92283959894574	293.1499999999999	0.0	63.246985301199736	77.80908328937106	75.04301598746889	559.6807212245092	168.24159936082796	66.82045247021793	857.5524492077585	380.91866333239756	79.29201233059538	67.22611759140578	146.9022756701968	267.43369773161714	30.386273002006448	224.6122143603726	100.08973018700321	100.32410452112839	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.79921001403903	12.198253001136127	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4270.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.972977283881	-88.35784299293435	293.1499999999999	0.0	63.24698530051812	77.80908328937106	75.0430159886525	559.6807212243348	168.24156005893752	66.82045247021793	857.5521969665938	380.91876910639763	79.29201651336895	67.22611759140578	146.90227429158136	267.4337080833707	30.386273002006448	224.61163701371927	100.08972962591179	100.32405877166019	0.16804366927329173	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.8017790261437	12.198249714939095	0.40627885503231775	0.0	0.0	NaN	NaN	0.40626929534709394	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4280.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.97867031733125	-88.59322299093718	293.1499999999999	0.0	63.246985299931055	77.80908328937106	75.04301598967194	559.6807212242664	168.24158166935226	66.82045247021793	857.5523356631044	380.9186906964535	79.29202610323642	67.22611759140578	146.902271130822	267.43370775927525	30.386273002006448	224.61185754019368	100.08972881880416	100.32405619520065	0.16566695917101298	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16796585698128286	0.0	0.0	0.0	293.8043479424347	12.198250900651038	0.2657981227357926	0.0	0.0	NaN	NaN	0.3522877777616362	0.0	0.0	NaN	NaN	0.40627753478962314	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4290.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.98520773628974	-89.07875949671505	293.1499999999999	0.0	63.24698530109029	77.80908328937106	75.04301598765895	559.6807212244096	168.24158827228584	66.82045247021793	857.5523780410114	380.91859804200084	79.29201549919377	67.22611759140578	146.90227462584699	267.4336966467662	30.386273002006448	224.61187365241827	100.09780776881563	100.38600709317255	0.17043853895364527	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16812231549765294	0.0	0.0	0.0	293.8069167620988	12.198251376912758	0.5764514811845463	0.0	0.0	NaN	NaN	0.4641278509847901	0.0	0.0	NaN	NaN	0.40628017527715765	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4300.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.99192896300656	-89.34749313095834	293.1499999999999	0.0	63.24698530084651	77.80908328937106	75.04301598808226	559.6807212244469	168.24159227825885	66.82045247021793	857.552403751519	380.9186131028213	79.2920140373778	67.22611759140578	146.9022751076522	267.4337017086452	30.386273002006448	224.27839818583092	100.0903883547486	100.38467834292744	0.1680485636463222	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.8094854857576	12.198250790755088	0.40658482434382637	0.0	0.0	NaN	NaN	0.40638401899282245	0.0	0.0	NaN	NaN	0.40627885763250243	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4310.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.99788265422785	-89.7648513555964	293.1499999999999	0.0	63.24698529938874	77.80908328937106	75.04301599061367	559.6807212243348	168.24157055640285	66.82045247021793	857.5522643397398	380.9186497598015	79.29201495704825	67.22611759140578	146.90227480453473	267.43370963045083	30.386273002006448	224.32005611112677	100.08973639816983	100.32417071011191	0.16804040639753523	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804414399760684	0.0	0.0	0.0	293.81205411441385	12.19824946212605	0.4060303397693672	0.0	0.0	NaN	NaN	0.4061928219142371	0.0	0.0	NaN	NaN	0.4062788529196678	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4320.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0039534046117	-90.02960731982056	293.1499999999999	0.0	63.246985300722116	77.80908328937106	75.04301598829827	559.6807212245092	168.2415722874547	66.82045247021793	857.5522754497009	380.918627767876	79.29201443492977	67.22611759140578	146.90227497662167	267.43370703207046	30.386273002006448	224.6112922510996	100.08973145962737	100.32397032335402	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.81462264857845	12.198251251676105	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4330.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.0098722624433	-90.43527046969756	293.1499999999999	0.0	63.246985300264384	77.80908328937106	75.0430159890931	559.6807212246956	168.24156407393238	66.82045247021793	857.5522227349869	380.9185644225464	79.2920209991522	67.22611759140578	146.90227281309575	267.4337076690582	30.386273002006448	224.61226999062504	100.08973241972397	100.32405926393373	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440503899418	0.0	-0.0	0.0	293.8171910873097	12.198249906693182	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
4340.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	298.015720837846	-90.6905265608202	293.1499999999999	0.0	63.24698530017483	77.80908328937106	75.04301598924863	559.6807212247081	168.24157575791097	66.82045247021793	857.5522977232303	380.9185103916917	79.29201600126126	67.22611759140578	146.90227446036877	267.4337025242048	30.386273002006448	224.61184189216635	100.08972940147613	100.32403844039976	0.16804734004638258	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.819759430332	12.198251432365641	0.40650832121879477	0.0	0.0	NaN	NaN	0.4063553365630405	0.0	0.0	NaN	NaN	0.40627885698245625	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
